taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	GOLD Analysis Project Type	Add Date	Assembly Method	Comments	Has Coverage	Is Public	Release Date	User Access	Contact Email	Contact Name	Is Published	Sequencing Method	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Altitude In Meters	Depth In Meters	Elevation In Meters	Geographic Location	Habitat	Isolation Country	Latitude	Longitude	Genome Size   * assembled	Gene Count   * assembled	JGI Data Utilization Status	
2004247000	*Microbiome	Permanent Draft	Hypersaline mat microbial communities from Guerrero Negro, Baja California Sur, Mexico	Hypersaline mat microbial communities from Guerrero Negro, Mexico - 0-1 mm depth into microbial mat	DOE Joint Genome Institute (JGI)	2004247000	Environmental	Aquatic	Non-marine Saline and Alkaline	Salt crystallizer ponds	Microbial mats	Hypersaline mat microbial communities from Guerrero Negro, Baja California Sur, Mexico	Metagenome Analysis	2006-12-20			No	Yes	2009-10-15		nrpace@colorado.edu	Pace, Norman	Yes	Sanger	Environmental	Aquatic	Salt crystallizer ponds	Non-marine Saline and Alkaline	Microbial mats		1	310	Guerrero Negro, Baja California Sur, Mexico	Hypersaline mat	Mexico	27.68908	-113.917	8596350	13353		
3300030413	*Microbiome	Permanent Draft	Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA	Acid mine drainage biofilm communities from Richmond mine site Abmuck, Iron Mt, CA, USA - AMDABmuck0507	University of California, Berkeley	3300030413	Environmental	Aquatic	Freshwater	Groundwater	Acid Mine Drainage	Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA	Metagenome Analysis	2018-10-15	Custom JGI assembly, Nielsen et. al.	Updating visibility of taxon created using public NCBI SRA data from private to public -- IMGSUPP-3620	Yes	Yes	2022-02-23				No	Illumina HiSeq 2000	Environmental	Aquatic	Groundwater	Freshwater	Acid Mine Drainage				USA: Iron Mountain, California	Acid mine drainage	USA	40.67542	-122.53025	23816290	30729		
3300012684	*Microbiome	Permanent Draft	Polar desert microbial communities from Antarctic Dry Valleys	Polar desert sand microbial communities from Dry Valleys, Antarctica - metaG UQ279 (21.06)	DOE Joint Genome Institute (JGI)	3300012684	Environmental	Terrestrial	Soil	Desert	Unclassified	Polar desert microbial communities from Antarctic Dry Valleys	Metagenome Analysis	2016-12-11	MEGAHIT v. MEGAHIT v1.0.6		Yes	Yes	2017-02-09		caryc@udel.edu	Stephen Cary	No	Illumina HiSeq 2500-1TB	Environmental	Terrestrial	Desert	Soil	Unclassified			414	Antarctica: Dry Valley	Polar desert sand	Antarctica	-78.0526	163.748	2029005818	4333264	Unrestricted	
3300026534	*Microbiome	Permanent Draft	Marine microbial communities from hydrothermal vents in the Atlantic and Pacific Ocean	Hydrothermal vent microbial communities from Mid Atlantic Ridge, Atlantic Ocean - 356-308	DOE Joint Genome Institute (JGI)	3300026534	Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	Marine microbial communities from hydrothermal vents in the Atlantic and Pacific Ocean	Metagenome Analysis	2018-04-19	spades v. 3.11.1		Yes	Yes	2018-06-18		pgirguis@oeb.harvard.edu	Peter Girguis	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified		1672		Atlantic Ocean: Mid Atlantic Ridge	hydrothermal vent	Atlantic Ocean	37.2904	-32.2765	665474504	1170547	Unrestricted	
2025206004	*Microbiome	Permanent Draft	Hot springs sediment microbial communities from the Great Boiling Springs, Nevada, USA	Sample 300		2025206004	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Sediment	Hot springs sediment microbial communities from the Great Boiling Springs, Nevada, USA	Metagenome Analysis	2009-11-15		released per JGI data releasing policy	No	Yes	2020-03-03		mhess@ucdavis.edu	Matthias Hess	No	454 GS FLX	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Sediment				Great Boiling Springs thermal field, Nevada	Hot springs sediment 	USA	40.652	-119.372	456216751	897526		
3300000106	*Microbiome	Permanent Draft	Hot Spring microbial communities from Great Boiling Spring, Nevada	Hot spring sediment microbial communities from Great Boiling Spring, Nevada - cellulolytic enrichment CS 77C v2	DOE Joint Genome Institute (JGI)	3300000106	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Sediment	Hot Spring microbial communities from Great Boiling Spring, Nevada	Metagenome Analysis	2012-06-03	Newbler	released based on JGI ITS	Yes	Yes	2022-03-25		brian.hedlund@unlv.edu	Brian P. Hedlund, Brian Hedlund	Yes	454 GS FLX Titanium, Illumina HiSeq 2000	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Sediment			1700	Great Boiling Spring, Nevada	Hot Spring	USA	40.71458	-119.369659	83681831	159033	Unrestricted	
3300022410	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL1OPP2 JM59	AGRF	3300022410	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Metagenome Analysis	2017-12-15	Unkown	released by JGI data releasing policy	Yes	Yes	2021-03-03		deirdre.gleeson@uwa.edu.au	Deirdre Gleeson	No	Illumina HiSeq 2500	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Microbial mats				Australia: Herschel Lake, Rottnest Island, Western Australia	Microbial mat	Australia	-31.996565	115.531482	51571195	83739		
3300002491	*Microbiome	Permanent Draft	Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA	Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA - YNP Bryant BLVA 2012	DOE Joint Genome Institute (JGI)	3300002491	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Microbial mats	Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA	Metagenome Analysis	2014-03-21			Yes	Yes	2014-05-20		dab14@psu.edu	Donald A. Bryant, Donald Bryant	No	Illumina HiSeq 2000, Illumina HiSeq 2500	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Microbial mats				Yellowstone National Park, Wyoming, USA	Anoxygenic and chlorotrophic microbial mat	USA	44.534	-110.7978	193210698	349616	Unrestricted	
3300007520	*Microbiome	Permanent Draft	Freshwater microbial communities from lake liftoff mats and glacier meltwater in Antarctica	Freshwater microbial communities from Lake Bonney liftoff mats and glacier meltwater in Antarctica - BON-02 (megahit assembly)	DOE Joint Genome Institute (JGI)	3300007520	Environmental	Aquatic	Freshwater	Ice	Glacier meltwater	Freshwater microbial communities from lake liftoff mats and glacier meltwater in Antarctica	Metagenome Analysis	2016-04-25	MEGAHIT v. MEGAHIT v1.0.3		Yes	Yes	2016-04-15		slonczewski@kenyon.edu	Joan Slonczewski	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Ice	Freshwater	Glacier meltwater		83		Lake Bonney	Freshwater	Antarctica	-77.714	162.445	2174974799	3504326	Unrestricted	
3300025794	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Hot spring microbial mat communities from California, USA to study Microbial Dark Matter (Phase II) - Cone Pool mat layer H metaG (SPAdes)	DOE Joint Genome Institute (JGI)	3300025794	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Microbial mats	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Metagenome Analysis	2018-04-13	spades v. 3.11.1		Yes	Yes	2018-06-12		jkjarett@lbl.gov; rstepanauskas@bigelow.org; jspear@mines.edu	Jessica Jarett; Ramunas Stepanauskas; John Spear	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Microbial mats			2135	USA: California	Hot spring microbial mat	USA	37.4127	-118.504	226036176	435640	Unrestricted	
3300015069	*Microbiome	Permanent Draft	Metagenomes of Arctic soils	Arctic soil microbial communities from a glacier forefield, Russell Glacier, Kangerlussuaq, Greenland (Sample G4C, Ice margin, adjacent to proglacial lake	University of Bristol	3300015069	Environmental	Terrestrial	Soil	Glacier	Unclassified	Metagenomes of Arctic soils	Metagenome Analysis	2017-04-05	SPADES	released per Natalia: IMGSUPP-1553	Yes	Yes	2018-05-18		maisie.nash@bristol.ac.uk; ama@envs.au.dk	Maisie Nash; Alexandre Magno Barbosa Anesio	Yes	Illumina HiSeq	Environmental	Terrestrial	Glacier	Soil	Unclassified		0	404	Russell glacier, Kangerlussuaq, Greenland	Glacier forefield soil	Greenland	67.156843	-50.082361	82284058	143985		
3300017578	*Microbiome	Permanent Draft	Bras del Port Noviembre 2014	Non-marine hypersaline water microbial communities from Bras del Port saltern pond, Alicante, Spain - CM1 Nov 2014	University of Valencia	3300017578	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	Bras del Port Noviembre 2014	Metagenome Analysis	2017-05-06	idba.1.1.1	released by JGI data releasing policy	No	Yes	2021-03-03		ramosloles@gmail.com	Maria Dolores Ramos Barbero	No	Illumina	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Unclassified				Bras del Port, Alicante, Spain	Non-marine hypersaline water		38.1922	-0.5918	40781004	132893		
3300035103	*Microbiome	Permanent Draft	Methane metabolizing microbial communities from different methane-rich environments from various locations	Oil reservoir microbial communities from oil well in Texas, United States - B5.2_Sample5.Rodeo2.Well1132	DOE Joint Genome Institute (JGI)	3300035103	Environmental	Terrestrial	Deep subsurface	Oil well	Unclassified	Methane metabolizing microbial communities from different methane-rich environments from various locations	Metagenome Analysis	2019-11-21	metaspades v. 3.13.0		Yes	Yes	2019-08-19		sean.crowe@ubc.ca	Sean Crowe	No	Illumina NovaSeq	Environmental	Terrestrial	Oil well	Deep subsurface	Unclassified		0		USA: Texas	oil reservoir	USA	31.546	-102.9	247305843	417891	Restricted	
3300032057	*Microbiome	Permanent Draft	Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090730_MS60	DOE Joint Genome Institute (JGI)	3300032057	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Microbial mats	Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States	Metagenome Analysis	2018-12-07	spades v. 3.12.0		Yes	Yes	2019-02-05		dbhaya@stanford.edu	Devaki Bhaya	No	PacBio Sequel, Illumina NovaSeq	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Microbial mats		0		USA: Wyoming	hot spring phototrophic mat	USA	44.5387	-110.798	354873169	711546	Unrestricted	
3300025090	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 110809A (SPAdes)	DOE Joint Genome Institute (JGI)	3300025090	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Sediment	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Metagenome Analysis	2018-04-08	spades v. 3.11.1		Yes	Yes	2018-06-07		brian.hedlund@unlv.edu; rstepanauskas@bigelow.org	Brian Hedlund; Ramunas Stepanauskas	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Sediment			1730	Baoshan, Yunnan, China	Hot spring	China	25.4413	98.46	159721048	243959	Unrestricted	
3300035106	*Microbiome	Permanent Draft	Methane metabolizing microbial communities from different methane-rich environments from various locations	Oil reservoir microbial communities from oil well in Texas, United States - B5.5_Sample5.Rodeo5.Well1210	DOE Joint Genome Institute (JGI)	3300035106	Environmental	Terrestrial	Deep subsurface	Oil well	Unclassified	Methane metabolizing microbial communities from different methane-rich environments from various locations	Metagenome Analysis	2019-11-21	metaspades v. 3.13.0		Yes	Yes	2019-08-18		sean.crowe@ubc.ca	Sean Crowe	No	Illumina NovaSeq	Environmental	Terrestrial	Oil well	Deep subsurface	Unclassified		0		USA: Texas	oil reservoir	USA	31.546	-102.9	169878033	307239	Restricted	
3300009590	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Hot spring microbial communities from Little Hot Creek, USA to study Microbial Dark Matter (Phase II) - LHC4sed_replicate	DOE Joint Genome Institute (JGI)	3300009590	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Sediment	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Metagenome Analysis	2016-06-16	MEGAHIT v. MEGAHIT v1.0.3		Yes	Yes	2016-08-15		brian.hedlund@unlv.edu; rstepanauskas@bigelow.org	Brian Hedlund; Ramunas Stepanauskas	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Sediment			2137	USA: California, Little Hot Creek	Hot spring	USA	37.6906	-118.8442	185139994	427773	Unrestricted	
3300040973	*Microbiome	Permanent Draft	Mine wastewater microbial communities from active nickel and copper mine in Ontario, Canada	Mine wastewater microbial communities from active nickel and copper mine in Ontario, Canada - Enrichment_1	Banfield Lab, University of California, Berkeley	3300040973	Engineered	Wastewater	Industrial wastewater	Mine water	Unclassified	Mine wastewater microbial communities from active nickel and copper mine in Ontario, Canada	Metagenome Analysis	2020-08-18	Custom JGI assembly, Nielsen et. al.		Yes	Yes					No	Illumina HiSeq 1500	Engineered	Wastewater	Mine water	Industrial wastewater	Unclassified				Canada: Ontario	mine wastewater	Canada	46.983333	-81.533333	21060542	26173		
3300022402	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Serpentine Lake, Rottnest Island (WA - Australia) - SL1BM2 JM113	AGRF	3300022402	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Metagenome Analysis	2017-12-15	Unkown	released by JGI data releasing policy	Yes	Yes	2021-03-03		deirdre.gleeson@uwa.edu.au	Deirdre Gleeson	No	Illumina HiSeq 2500	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Microbial mats				Australia: Serpentine Lake, Rottnest Island, Western Australia	Microbial mat	Australia	-32.002717	115.525989	44813625	81491		
3300028214	*Microbiome	Permanent Draft	Antarctic microbial communities	Marine microbial communities from Organic Lake, Antarctica - GS377 with 0.8UM filter - spades	JGI facility at Oak Ridge National Laboratory	3300028214	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	Antarctic microbial communities	Metagenome Analysis	2018-05-23	Spades v. 3.11.1	released by Michelle Allen	Yes	Yes	2021-04-27		r.cavicchioli@unsw.edu.au	Rick Cavicchioli	No	454	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Unclassified		6.5		Organic Lake, Antarctica	Marine derived hypersaline lake	Antarctica	-68.46233	78.19663	19638791	39233		
3300012046	*Microbiome	Permanent Draft	Polar desert microbial communities from Antarctic Dry Valleys	Polar desert sand microbial communities from Dry Valleys, Antarctica - metaG UQ833 (21.06)	DOE Joint Genome Institute (JGI)	3300012046	Environmental	Terrestrial	Soil	Desert	Unclassified	Polar desert microbial communities from Antarctic Dry Valleys	Metagenome Analysis	2016-11-23	MEGAHIT v. MEGAHIT v1.0.6		Yes	Yes	2017-01-22		caryc@udel.edu	Stephen Cary	No	Illumina HiSeq 2500-1TB	Environmental	Terrestrial	Desert	Soil	Unclassified			416	Antarctica: Dry Valley	Polar desert sand	Antarctica	-78.0467	163.6821	817562600	1800040	Unrestricted	
3300028217	*Microbiome	Permanent Draft	Antarctic microbial communities	Marine microbial communities from Organic Lake, Antarctica - GS377 with 0.1UM filter - spades	JGI facility at Oak Ridge National Laboratory	3300028217	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	Antarctic microbial communities	Metagenome Analysis	2018-05-23	Spades v. 3.11.1	released by Michelle Allen	Yes	Yes	2021-04-27		r.cavicchioli@unsw.edu.au	Rick Cavicchioli	No	454	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Unclassified		6.5		Organic Lake, Antarctica	Marine derived hypersaline lake	Antarctica	-68.46233	78.19663	22098194	45621		
3300012043	*Microbiome	Permanent Draft	Polar desert microbial communities from Antarctic Dry Valleys	Polar desert sand microbial communities from Dry Valleys, Antarctica - metaG UQ601 (22.06)	DOE Joint Genome Institute (JGI)	3300012043	Environmental	Terrestrial	Soil	Desert	Unclassified	Polar desert microbial communities from Antarctic Dry Valleys	Metagenome Analysis	2016-11-23	MEGAHIT v. MEGAHIT v1.0.6		Yes	Yes	2017-01-22		caryc@udel.edu	Stephen Cary	No	Illumina HiSeq 2500-1TB	Environmental	Terrestrial	Desert	Soil	Unclassified			184	Antarctica: Dry Valley	Polar desert sand	Antarctica	-78.1246	164.09	746337424	1667134	Unrestricted	
3300003089	*Microbiome	Permanent Draft	Acid mine drainage microbial communities from Carnoules, Gard, France	Acid Mine Drainage microbial communities from Carnoules, Gard, France, bin 2	CEA Genoscope	3300003089	Environmental	Aquatic	Freshwater	Groundwater	Contaminated	Acid mine drainage microbial communities from Carnoules, Gard, France	Metagenome Analysis	2014-07-31		Made public because these are downloaded from Genbank	No	Yes	2014-08-01		ipagani@lbl.gov	Pelletier,E., Ionna Pagani	No		Environmental	Aquatic	Groundwater	Freshwater	Contaminated				Carnoules, Gard, France	Acid mine drainage 	France	43.303	6.188	3999759	4095		
3300022405	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Lake Baghdad, Rottnest Island (WA - Australia) - LBBM3 JM111	AGRF	3300022405	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Metagenome Analysis	2017-12-15	Unkown	released by JGI data releasing policy	Yes	Yes	2021-03-03		deirdre.gleeson@uwa.edu.au	Deirdre Gleeson	No	Illumina HiSeq 2500	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Microbial mats				Australia: Lake Baghdad, Rottnest Island, Western Australia	Microbial mat	Australia	-31.994794	115.523776	41362930	81229		
