"sampleID"	"taxon_oid"	"Domain"	"Sequencing.Status"	"Study.Name"	"Genome.Name...Sample.Name"	"Sequencing.Center"	"IMG.Genome.ID"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"GOLD.Analysis.Project.Type"	"Add.Date"	"Assembly.Method"	"Comments"	"Has.Coverage"	"Is.Public"	"Release.Date"	"User.Access"	"Contact.Email"	"Contact.Name"	"Is.Published"	"Sequencing.Method"	"Ecosystem"	"Ecosystem.Category"	"Ecosystem.Subtype"	"Ecosystem.Type"	"Specific.Ecosystem"	"Altitude.In.Meters"	"Depth.In.Meters"	"Elevation.In.Meters"	"Geographic.Location"	"Habitat"	"Isolation.Country"	"Latitude"	"Longitude"	"Genome.Size.....assembled"	"Gene.Count.....assembled"	"JGI.Data.Utilization.Status"	"X"	"Use"	"Environment"
"X3300003089"	3300003089	"*Microbiome"	"Permanent Draft"	"Acid mine drainage microbial communities from Carnoules, Gard, France"	"Acid Mine Drainage microbial communities from Carnoules, Gard, France, bin 2"	"CEA Genoscope"	3300003089	"Environmental"	"Aquatic"	"Freshwater"	"Groundwater"	"Contaminated"	"Acid mine drainage microbial communities from Carnoules, Gard, France"	"Metagenome Analysis"	"2014-07-31"	""	"Made public because these are downloaded from Genbank"	"No"	"Yes"	"2014-08-01"	NA	"ipagani@lbl.gov"	"Pelletier,E., Ionna Pagani"	"No"	""	"Environmental"	"Aquatic"	"Groundwater"	"Freshwater"	"Contaminated"	NA	""	""	"Carnoules, Gard, France"	"Acid mine drainage "	"France"	"43.303"	"6.188"	3999759	4095	""	NA	"Use"	"Acid mine drainage"
"X3300022405"	3300022405	"*Microbiome"	"Permanent Draft"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Microbial mat bacterial and archaeal communities from Lake Baghdad, Rottnest Island (WA - Australia) - LBBM3 JM111"	"AGRF"	3300022405	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Microbial mats"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Metagenome Analysis"	"2017-12-15"	"Unkown"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"deirdre.gleeson@uwa.edu.au"	"Deirdre Gleeson"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Microbial mats"	NA	""	""	"Australia: Lake Baghdad, Rottnest Island, Western Australia"	"Microbial mat"	"Australia"	"-31.994794"	"115.523776"	41362930	81229	""	NA	"Use"	"Hypersaline"
"X3300005620"	3300005620	"*Microbiome"	"Draft"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP10 Narrow Gauge v1"	"DOE Joint Genome Institute (JGI)"	3300005620	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Unclassified"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"	"Metagenome Analysis"	"2015-08-29"	"LUCY, PGA"	"released based on JGI ITS"	"No"	"Yes"	"2022-03-25"	NA	"binskeep@montana.edu"	"William Inskeep, William P. Inskeep"	"Yes"	"Sanger, 454 GS FLX Titanium"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Unclassified"	NA	""	"2012.9"	"Yellowstone National Park, WY"	"Hot spring"	"USA"	"44.9694208"	"-110.7098244"	2918459	4364	"Unrestricted"	NA	"Use"	"Hot spring"
"X3300000245"	3300000245	"*Microbiome"	"Permanent Draft"	"Hypersaline viral and bacterial communities from Bras del Port, Santa Pola, Spain"	"Hypersaline viral and bacterial communities from Bras del Port, Santa Pola, Spain - Pena Hueca_Large contigs"	"Lifesequencing S.L."	3300000245	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Salt crystallizer ponds"	"Unclassified"	"Hypersaline viral and bacterial communities from Bras del Port, Santa Pola, Spain"	"Metagenome Analysis"	"2012-08-01"	""	"released per JGI data release policy"	"No"	"Yes"	"2019-11-01"	NA	"m.martinez@ua.es"	"Manuel Martinez Garcia"	"No"	"454 GS FLX"	"Environmental"	"Aquatic"	"Salt crystallizer ponds"	"Non-marine Saline and Alkaline"	"Unclassified"	NA	".5"	""	"Pena Hueca, Spain"	"Hypersaline samples"	"Spain"	"39.516667"	"-3.333333"	3486415	7544	""	NA	"Use"	"Hypersaline"
"X3300003461"	3300003461	"*Microbiome"	"Permanent Draft"	"Ore pile and mine drainage contaminated soil microbial communities from Mina do Sossego, Brazil, in a copper mine"	"Ore pile and mine drainage contaminated soil microbial communities from Mina do Sossego, Brazil - P4 sample"	"University of Campinas"	3300003461	"Environmental"	"Terrestrial"	"Soil"	"Unclassified"	"Mine drainage"	"Ore pile and mine drainage contaminated soil microbial communities from Mina do Sossego, Brazil, in a copper mine"	"Metagenome Analysis"	"2014-09-28"	"IDBA-UD"	"released per JGI data release policy"	"No"	"Yes"	"2019-11-01"	NA	"danba.castro@gmail.com"	"Daniel Castro"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	"Mine drainage"	NA	""	""	"Mina do Sossego, Brazil"	"Ore pile and mine drainage contaminated soil"	"Brazil"	"-6.426389"	"-50.051389"	178621212	281589	""	NA	"Use"	"Acid mine drainage"
"X3300015083"	3300015083	"*Microbiome"	"Permanent Draft"	"Metagenomes of Arctic soils"	"Arctic soil microbial communities from a glacier forefield, Russell Glacier, Kangerlussuaq, Greenland (Sample G1C, Ice margin)"	"University of Bristol"	3300015083	"Environmental"	"Terrestrial"	"Soil"	"Glacier"	"Unclassified"	"Metagenomes of Arctic soils"	"Metagenome Analysis"	"2017-04-05"	"SPADES"	"released per Natalia: IMGSUPP-1553"	"Yes"	"Yes"	"2018-05-18"	NA	"maisie.nash@bristol.ac.uk; ama@envs.au.dk"	"Maisie Nash; Alexandre Magno Barbosa Anesio"	"Yes"	"Illumina HiSeq"	"Environmental"	"Terrestrial"	"Glacier"	"Soil"	"Unclassified"	NA	""	"439"	"Russell Glacier, Kangerlussuaq, Greenland"	"Glacier forefield soil"	""	"67.15656"	"-50.018284"	115011779	246632	""	NA	"Use"	"Glacial forefield"
"X3300015086"	3300015086	"*Microbiome"	"Permanent Draft"	"Metagenomes of Arctic soils"	"Arctic soil microbial communities from a glacier forefield, Storglaciaren, Tarfala, Sweden (Sample st-5c, rocky medial moraine)"	"University of Bristol"	3300015086	"Environmental"	"Terrestrial"	"Soil"	"Glacier"	"Unclassified"	"Metagenomes of Arctic soils"	"Metagenome Analysis"	"2017-04-05"	"SPADES"	"released per Natalia: IMGSUPP-1553"	"Yes"	"Yes"	"2018-05-18"	NA	"maisie.nash@bristol.ac.uk; ama@envs.au.dk"	"Maisie Nash; Alexandre Magno Barbosa Anesio"	"Yes"	"Illumina HiSeq"	"Environmental"	"Terrestrial"	"Glacier"	"Soil"	"Unclassified"	NA	"0"	"1113"	"Storglaciaren, Tarfala, Sweden"	"Glacier forefield soil"	"Sweden"	"67.901082"	"18.428257"	140418783	290004	""	NA	"Use"	"Glacial forefield"
"X3300005749"	3300005749	"*Microbiome"	"Permanent Draft"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS854"	"Marine Biological Laboratory"	3300005749	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Diffuse flow"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Metagenome Analysis"	"2015-09-02"	"Ray 2.3.1"	"released per JGI data release policy"	"No"	"Yes"	"2019-11-01"	NA	"randerson@mbl.edu, randerson@carleton.edu"	"Rika Anderson"	"No"	"Illumina HiSeq"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Diffuse flow"	NA	""	""	"Mid-Cayman Rise"	"marine hydrothermal vent"	""	""	""	37557791	48430	""	NA	"Use"	"Hydrothermal vent"
"X3300022399"	3300022399	"*Microbiome"	"Permanent Draft"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL3WBGP1 JM61"	"AGRF"	3300022399	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Microbial mats"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Metagenome Analysis"	"2017-12-15"	"Unkown"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"deirdre.gleeson@uwa.edu.au"	"Deirdre Gleeson"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Microbial mats"	NA	""	""	"Australia: Herschel Lake, Rottnest Island, Western Australia"	"Microbial mat"	"Australia"	"-31.996531"	"115.533257"	51098183	79882	""	NA	"Use"	"Hypersaline"
"X3300017500"	3300017500	"*Microbiome"	"Permanent Draft"	"Bras del Port Mayo 2015"	"Non-marine hypersaline water microbial communities from Bras del Port saltern pond, Alicante, Spain - CR30 May 2015"	"University of Valencia"	3300017500	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Unclassified"	"Bras del Port Mayo 2015"	"Metagenome Analysis"	"2017-05-05"	"idba.1.1.1"	"released by JGI data releasing policy"	"No"	"Yes"	"2021-03-03"	NA	"ramosloles@gmail.com"	"Maria Dolores Ramos Barbero"	"No"	"Illumina"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Unclassified"	NA	""	""	"Bras del Port, Alicante, Spain"	"Non-marine hypersaline water"	""	"38.1922"	"-0.5918"	40716657	118378	""	NA	"Use"	"Hypersaline"
"X3300023442"	3300023442	"*Microbiome"	"Permanent Draft"	"Hydrothermal Fe-rich Mat Reference Genomes"	"Hydrothermal Fe-rich mat microbial community from Rainbow Site, Mid-Atlantic Ridge, Atlantic Ocean - 664-SC8"	"University of Delaware"	3300023442	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Microbial mats"	"Hydrothermal Fe-rich Mat Reference Genomes"	"Metagenome Analysis"	"2018-02-26"	"metaSPAdes v. 3.10.0"	"Metagenomes associated with bioRxiv doi:10.1101/722066"	"Yes"	"Yes"	"2019-09-02"	NA	"mcallis@uw.edu"	"Sean McAllister"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Microbial mats"	NA	"2294.86"	""	"International: Rainbow Site, Mid-Atlantic Ridge"	"Hydrothermal Fe-rich mat"	"International"	"36.229322"	"-33.902767"	389358363	609080	""	NA	"Use"	"Hydrothermal vent"
"X2022920012"	2022920012	"*Microbiome"	"Draft"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP11 Octopus Springs v2"	"DOE Joint Genome Institute (JGI)"	2022920012	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Unclassified"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"	"Metagenome Analysis"	"2009-10-17"	"lucy / pga"	"released based on JGI ITS"	"No"	"Yes"	"2022-03-25"	NA	"binskeep@montana.edu, binskeep@montana.edu; daniel.colman@montana.edu"	"William Inskeep, William P. Inskeep; Daniel Colman"	"Yes"	"Sanger"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Unclassified"	NA	""	"2250"	"Yellowstone National Park, WY"	"Hot spring"	"USA"	"44.5340836"	"-110.7978895"	18442734	28729	"Unrestricted"	NA	"Use"	"Hot spring"
"X3300017512"	3300017512	"*Microbiome"	"Permanent Draft"	"Bras del Port Febrero 2015"	"Non-marine hypersaline water microbial communities from Bras del Port saltern pond, Alicante, Spain - CCAB Febrary 2015"	"University of Valencia"	3300017512	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Unclassified"	"Bras del Port Febrero 2015"	"Metagenome Analysis"	"2017-05-05"	"idba.1.1.1"	"released by JGI data releasing policy"	"No"	"Yes"	"2021-03-03"	NA	"ramosloles@gmail.com"	"Maria Dolores Ramos Barbero"	"No"	"Illumina"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Unclassified"	NA	""	""	"Bras del Port, Alicante, Spain"	"Non-marine hypersaline water"	""	"38.1922"	"-0.5918"	45799695	140248	""	NA	"Use"	"Hypersaline"
"X3300039205"	3300039205	"*Microbiome"	"Permanent Draft"	"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA"	"Acid mine drainage biofilm communities from Richmond mine site C10, Iron Mt, CA, USA - AMDC100806"	"University of California, Berkeley"	3300039205	"Environmental"	"Aquatic"	"Freshwater"	"Groundwater"	"Acid Mine Drainage"	"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA"	"Metagenome Analysis"	"2020-04-23"	"Custom JGI assembly, Nielsen et. al."	""	"Yes"	"Yes"	""	NA	""	""	"No"	"Illumina HiSeq 2000"	"Environmental"	"Aquatic"	"Groundwater"	"Freshwater"	"Acid Mine Drainage"	NA	""	""	"USA: Iron Mountain, California"	"Acid mine drainage"	"USA"	"40.67542"	"-122.53025"	11703435	19091	""	NA	"Use"	"Acid mine drainage"
"X3300021483"	3300021483	"*Microbiome"	"Permanent Draft"	"Microbial communities from sediments and microbial mats in various locations"	"Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-04-4-5_MG"	"DOE Joint Genome Institute (JGI)"	3300021483	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Sediment"	"Microbial communities from sediments and microbial mats in various locations"	"Metagenome Analysis"	"2017-11-09"	"spades v. SPAdes version: 3.11.1-check"	""	"Yes"	"Yes"	"2018-01-08"	NA	"bmacgreg@unc.edu"	"Barbara MacGregor"	"No"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Sediment"	NA	"2011"	""	"Mexico: Guaymas Basin"	"hydrothermal vent sediment"	"Mexico"	"27.0114"	"-110.5956"	99749804	214654	"Unrestricted"	NA	"Use"	"Hydrothermal vent"
"X3300021486"	3300021486	"*Microbiome"	"Permanent Draft"	"Microbial communities from sediments and microbial mats in various locations"	"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-13-4-5_MG"	"DOE Joint Genome Institute (JGI)"	3300021486	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Microbial mats"	"Microbial communities from sediments and microbial mats in various locations"	"Metagenome Analysis"	"2017-11-09"	"spades v. SPAdes version: 3.11.1-check"	""	"Yes"	"Yes"	"2018-01-08"	NA	"bmacgreg@unc.edu"	"Barbara MacGregor"	"No"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Microbial mats"	NA	"2011"	""	"Mexico: Guaymas Basin"	"hydrothermal vent microbial mat"	"Mexico"	"27.0114"	"-110.5956"	119658292	239184	"Unrestricted"	NA	"Use"	"Hydrothermal vent"
"X3300023445"	3300023445	"*Microbiome"	"Permanent Draft"	"Marine microbial mats from Loihi Seamount, Hawaii, USA"	"Marine microbial mat from Loihi Seamount, Hawaii, USA - Marker 34 Individual Assembly"	"Western Washington University"	3300023445	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Microbial mats"	"Marine microbial mats from Loihi Seamount, Hawaii, USA"	"Metagenome Analysis"	"2018-02-27"	"metaSPAdes v. 3.10.0"	"Metagenomes associated with bioRxiv doi:10.1101/722066"	"Yes"	"Yes"	"2019-09-02"	NA	"hfullerton@gmail.com; cmoyer@hydro.biol.wwu.edu; mcallis@uw.edu"	"Heather Fullerton; Craig Moyer; Sean McAllister"	"No"	""	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Microbial mats"	NA	""	""	"Loihi Seamount, Hawaii, USA"	"Marine"	""	"18.903"	"-155.257"	95810373	136501	""	NA	"Use"	"Hydrothermal vent"
"X3300022452"	3300022452	"*Microbiome"	"Permanent Draft"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL1OPP3 JM60"	"AGRF"	3300022452	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Microbial mats"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Metagenome Analysis"	"2017-12-15"	"Unkown"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"deirdre.gleeson@uwa.edu.au"	"Deirdre Gleeson"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Microbial mats"	NA	""	""	"Australia: Herschel Lake, Rottnest Island, Western Australia"	"Microbial mat"	"Australia"	"-31.996565"	"115.531482"	54242691	85815	""	NA	"Use"	"Hypersaline"
"X3300005268"	3300005268	"*Microbiome"	"Permanent Draft"	"Hypersaline microbial communities from Antarctic Deep Lake"	"Hypersaline microbial communities from Antarctic Deep Lake - 24m 3.0um v2"	"DOE Joint Genome Institute (JGI)"	3300005268	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Unclassified"	"Hypersaline microbial communities from Antarctic Deep Lake"	"Metagenome Analysis"	"2015-06-03"	"MeGAMerge version 0.9b"	"released based on JGI ITS"	"Yes"	"Yes"	"2022-03-25"	NA	"r.cavicchioli@unsw.edu.au, r.cavicchioli@unsw.edu.au; m.allen@unsw.edu.au"	"Rick  Cavicchioli, Rick Cavicchioli; Michelle Allen"	"Yes"	"Illumina"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Unclassified"	NA	"24"	""	"Deep Lake Antarctica"	"Hypersaline"	"Antarctica"	"-68.54"	"78.18"	46756487	89675	"Unrestricted"	NA	"Use"	"Hypersaline"
"X3300003510"	3300003510	"*Microbiome"	"Permanent Draft"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS857_Anemone_DNA"	""	3300003510	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Diffuse flow"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Metagenome Analysis"	"2014-10-10"	"CLC genomics workbench"	"released by JGI data releasing policy"	"No"	"Yes"	"2020-03-03"	NA	"cfortunato@mbl.edu, cfortunato@gmail.com"	"Caroline  Fortunato, Caroline Fortunato"	"No"	"Illumina"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Diffuse flow"	NA	"1543"	""	"North Pacific Ocean: Axial Seamount"	"Diffuse hydrothermal flow volcanic vent "	"Pacific Ocean"	"45.933"	"-130.01379"	28942771	68895	""	NA	"Use"	"Hydrothermal vent"
"X3300031937"	3300031937	"*Microbiome"	"Permanent Draft"	"Microbial communities from the deep biosphere"	"Hydrothermal vent fluid microbial communities from New Bay of Prony, New Caledonia - Prony27 re-assembly"	"Marine Biological Laboratory"	3300031937	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Unclassified"	"Microbial communities from the deep biosphere"	"Metagenome Analysis"	"2018-12-02"	"SPades v. 3.13.0"	"released by JGI data releasing policy"	"No"	"Yes"	"2022-03-04"	NA	"jpayet@ceoas.oregonstate.edu"	"Jerome P. Payet"	"No"	"Illumina HiSeq 1000"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Unclassified"	NA	"43"	""	"New Caledonia: Bay of Prony"	"Hydrothermal vent fluid"	"New Caledonia"	"-22.3609167"	"166.8799667"	27625501	72451	""	NA	"Use"	"Hydrothermal vent"
"X3300006966"	3300006966	"*Microbiome"	"Permanent Draft"	"Non-marine hypersaline water viral communities from Mallorca 2014 (Spain)E1"	"Non-marine hypersaline water viral communities from Mallorca, Spain, 2014 - E1 T11"	"University of Alicante"	3300006966	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Unclassified"	"Non-marine hypersaline water viral communities from Mallorca 2014 (Spain)E1"	"Metagenome Analysis"	"2015-12-29"	"IDBA 1.1.1 PRE correction"	"released per JGI data release policy"	"No"	"Yes"	"2019-11-01"	NA	"m.martinez@ua.es"	"Manuel Martinez Garcia"	"No"	"Illumina MiSeq"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Unclassified"	NA	""	""	"Salinas de Campos (Mallorca)"	"hypersaline water"	""	"39.338015"	"3.051796"	14946431	43346	""	NA	"Use"	"Hypersaline"
"X3300022455"	3300022455	"*Microbiome"	"Permanent Draft"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL1BM3 JM57"	"AGRF"	3300022455	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Microbial mats"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Metagenome Analysis"	"2017-12-15"	"Unkown"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"deirdre.gleeson@uwa.edu.au"	"Deirdre Gleeson"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Microbial mats"	NA	""	""	"Australia: Herschel Lake, Rottnest Island, Western Australia"	"Microbial mat"	"Australia"	"-31.996565"	"115.531482"	51785446	90743	""	NA	"Use"	"Hypersaline"
"X3300009774"	3300009774	"*Microbiome"	"Permanent Draft"	"Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)"	"Glacier valley bacterial and archeal communities from Borup Fiord, Nunavut, Canada, to study Microbial Dark Matter (Phase II) - lysozymeSSSS metaG"	"DOE Joint Genome Institute (JGI)"	3300009774	"Environmental"	"Aquatic"	"Freshwater"	"Ice"	"Glacier"	"Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)"	"Metagenome Analysis"	"2016-06-23"	"MEGAHIT v. MEGAHIT v1.0.6"	""	"Yes"	"Yes"	"2016-08-22"	NA	"rstepanauskas@bigelow.org; pfdunfie@ucalgary.ca"	"Ramunas Stepanauskas; Peter Dunfield"	"No"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Aquatic"	"Ice"	"Freshwater"	"Glacier"	NA	"0"	"0"	"Borup Fiord, Nunavut, Canada"	"Glacier valley"	"Canada"	"81.017"	"-81.583"	907025361	1723962	"Unrestricted"	NA	"Use"	"Cryosphere"
"X3300011200"	3300011200	"*Microbiome"	"Permanent Draft"	"Metagenomes of Arctic soils"	"Arctic soil microbial communities form glacier forefield, Midre Lovenbreen, Svalbard, Norway (Sample 6 - S13.3.30.a - transect 3, age 5 years, surface depth)"	"University of Bristol"	3300011200	"Environmental"	"Terrestrial"	"Soil"	"Glacier"	"Unclassified"	"Metagenomes of Arctic soils"	"Metagenome Analysis"	"2016-11-12"	"SPADES"	"released per Natalia: IMGSUPP-1553"	"Yes"	"Yes"	"2018-05-18"	NA	"maisie.nash@bristol.ac.uk; eaeloefadrosh@lbl.gov; ama@envs.au.dk"	"Maisie Nash; Emiley Eloe-Fadrosh; Alexandre Magno Barbosa Anesio"	"Yes"	"Illumina HiSeq"	"Environmental"	"Terrestrial"	"Glacier"	"Soil"	"Unclassified"	NA	"0"	"52"	"Norway: Midre Lovenbreen, Svalbard"	"Glacier forefield soil"	"Norway"	"79.10444444"	"12.27888889"	16375348	44461	""	NA	"Use"	"Glacial forefield"
