"Feature"	"FeatureName"	"Mean.Resolute3(n=3)"	"Mean.SvalbardTaylor(n=6)"	"StdErr.Resolute3(n=3)"	"StdErr.SvalbardTaylor(n=6)"	"FishersTest.Pval"	"FishersTest.adjPval"	"3300038653.Resolute3"	"3300039024.Resolute3"	"3300039023.Resolute3"	"3300061232.SvalbardTaylor"	"3300061231.SvalbardTaylor"	"3300061096.SvalbardTaylor"	"3300061097.SvalbardTaylor"	"3300061098.SvalbardTaylor"	"3300061230.SvalbardTaylor"
"Marinimicrobium"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Marinimicrobium"	"0"	"106.666666666667"	"0"	"35.2766841475279"	"9.91578176668646e-11"	"2.22324456126406e-10"	"0"	"0"	"0"	"152"	"255"	"43"	"30"	"49"	"111"
"Marininema"	"Bacteria;Bacillota;Bacilli;Bacillales;Thermoactinomycetaceae;Marininema"	"0"	"59.5"	"0"	"18.5916647990437"	"3.10749519670632e-06"	"5.4983396977723e-06"	"0"	"0"	"0"	"60"	"146"	"38"	"29"	"21"	"63"
"Mariniphaga"	"Bacteria;Bacteroidota;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Mariniphaga"	"0"	"724.666666666667"	"0"	"330.953336757784"	"6.74432279274055e-70"	"4.46463021238445e-69"	"0"	"0"	"0"	"2056"	"715"	"97"	"62"	"126"	"1292"
"Mariniradius"	"Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Mariniradius"	"0"	"199.666666666667"	"0"	"40.8000544661946"	"1.09754183383659e-19"	"3.42314246343775e-19"	"0"	"0"	"0"	"279"	"314"	"117"	"102"	"109"	"277"
"Marinirhabdus"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Marinirhabdus"	"0.666666666666667"	"51.5"	"0.666666666666667"	"9.00647914929395"	"0.00194943422455913"	"0.00278093822595167"	"0"	"0"	"2"	"76"	"75"	"34"	"25"	"38"	"61"
"Marinisporobacter"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Marinisporobacter"	"0"	"23.6666666666667"	"0"	"9.26882468876778"	"0.0110106776567962"	"0.0145417193785552"	"0"	"0"	"0"	"62"	"30"	"8"	"5"	"4"	"33"
"Marinitenerispora"	"Bacteria;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsaceae;Marinitenerispora"	"0"	"75.8333333333333"	"0"	"25.0378602209623"	"9.94780459782962e-08"	"1.91313120837011e-07"	"0"	"0"	"0"	"60"	"199"	"34"	"56"	"43"	"63"
"Marinithermus"	"Bacteria;Deinococcota;Deinococci;Thermales;Thermaceae;Marinithermus"	"0"	"126.333333333333"	"0"	"36.1115555528205"	"1.52523697211446e-12"	"3.69377117056291e-12"	"0"	"0"	"0"	"62"	"304"	"108"	"101"	"89"	"94"
"Marinitoga"	"Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Marinitoga"	"0"	"33.6666666666667"	"0"	"7.82162245175371"	"0.00102911059149194"	"0.00150491571663176"	"0"	"0"	"0"	"45"	"65"	"21"	"12"	"24"	"35"
"Marinobacter"	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter"	"7.33333333333333"	"1139.5"	"7.33333333333333"	"383.775259754977"	"3.35565767842861e-78"	"2.4160735284686e-77"	"0"	"0"	"22"	"1286"	"2904"	"561"	"422"	"482"	"1182"
"Marinobacterium"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium"	"0"	"441.666666666667"	"0"	"158.415206901919"	"7.87141404694549e-43"	"3.92835056174663e-42"	"0"	"0"	"0"	"527"	"1149"	"185"	"139"	"151"	"499"
"Marinococcus"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Marinococcus"	"0"	"23.8333333333333"	"0"	"6.77946245001114"	"0.01113559430185"	"0.0146885319650586"	"0"	"0"	"0"	"20"	"55"	"10"	"15"	"14"	"29"
"Marinomonas"	"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas"	"2"	"243.166666666667"	"2"	"78.908984138549"	"3.21111350368091e-16"	"9.03284255117966e-16"	"0"	"0"	"6"	"311"	"583"	"105"	"84"	"98"	"278"
"Marinoscillum"	"Bacteria;Bacteroidota;Cytophagia;Cytophagales;Reichenbachiellaceae;Marinoscillum"	"0"	"274.833333333333"	"0"	"58.3537583289295"	"8.74007125744235e-27"	"3.24486538920571e-26"	"0"	"0"	"0"	"409"	"418"	"165"	"110"	"163"	"384"
"Marinospirillum"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinospirillum"	"0"	"77.6666666666667"	"0"	"23.5622107998757"	"6.81535748258181e-08"	"1.32261692151376e-07"	"0"	"0"	"0"	"111"	"177"	"46"	"21"	"40"	"71"
"Marinovum"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Marinovum"	"0"	"84.8333333333333"	"0"	"33.725773197627"	"1.49350662506679e-08"	"3.01145074053744e-08"	"0"	"0"	"0"	"93"	"238"	"18"	"34"	"27"	"99"
"Mariprofundus"	"Bacteria;Pseudomonadota;Zetaproteobacteria;Mariprofundales;Mariprofundaceae;Mariprofundus"	"0"	"216"	"0"	"68.4285515458764"	"3.6417508360189e-21"	"1.172680369709e-20"	"0"	"0"	"0"	"296"	"506"	"85"	"72"	"107"	"230"
"Marisediminitalea"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marisediminitalea"	"0"	"15.1666666666667"	"0"	"5.87319712290031"	"0.0820786663180323"	"0.0980537087557701"	"0"	"0"	"0"	"17"	"41"	"4"	"2"	"8"	"19"
"Maritalea"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Maritalea"	"0"	"119.166666666667"	"0"	"49.831995522734"	"6.9215074937458e-12"	"1.62227578712228e-11"	"0"	"0"	"0"	"149"	"338"	"38"	"26"	"20"	"144"
"Maritimibacter"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Maritimibacter"	"0"	"233.833333333333"	"0"	"88.6383726786041"	"8.50234666156176e-23"	"2.86451300774384e-22"	"0"	"0"	"0"	"196"	"659"	"104"	"119"	"81"	"244"
"Marivirga"	"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Marivirga"	"3.33333333333333"	"368"	"3.33333333333333"	"74.6078637499649"	"2.84404380467448e-23"	"9.66311383900004e-23"	"0"	"0"	"10"	"598"	"482"	"216"	"165"	"238"	"509"
"Marivita"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Marivita"	"0"	"166.5"	"0"	"62.127154556871"	"2.43516850560324e-16"	"6.88031736503773e-16"	"0"	"0"	"0"	"157"	"462"	"73"	"83"	"54"	"170"
"Marivivens"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Marivivens"	"0"	"77"	"0"	"30.4335341358837"	"6.66257987060857e-08"	"1.29610843384516e-07"	"0"	"0"	"0"	"57"	"227"	"39"	"56"	"26"	"57"
"Marixanthomonas"	"Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Marixanthomonas"	"0"	"51"	"0"	"8.8090862182181"	"2.1363109884361e-05"	"3.57614441324413e-05"	"0"	"0"	"0"	"77"	"72"	"39"	"20"	"42"	"56"
"Marmoricola"	"Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Marmoricola"	"0"	"2740.16666666667"	"0"	"916.186786511232"	"1.71252439281933e-263"	"2.7711758356531e-262"	"0"	"0"	"0"	"2637"	"7245"	"1603"	"1658"	"1522"	"1776"
"Marseillevirus"	"Viruses;dsDNA viruses, no RNA stage;Megaviricetes;Pimascovirales;Marseilleviridae;Marseillevirus"	"0"	"13"	"0"	"4.89897948556636"	"0.119862773710361"	"0.140109568394016"	"0"	"0"	"0"	"31"	"24"	"6"	"4"	"1"	"12"
"Martelella"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Martelella"	"0"	"276"	"0"	"110.699894610007"	"5.775755749786e-27"	"2.14681222996686e-26"	"0"	"0"	"0"	"344"	"753"	"72"	"67"	"66"	"354"
"Martensiomyces"	"Eukaryota;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Martensiomyces"	"0"	"19"	"0"	"6.23431364840322"	"0.0378702430554411"	"0.0468841803514812"	"0"	"0"	"0"	"19"	"46"	"7"	"7"	"9"	"26"
"Marthavirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Marthavirus"	"0"	"1"	"0"	"0.365148371670111"	"1"	"1"	"0"	"0"	"0"	"2"	"2"	"1"	"0"	"0"	"1"
"Marvinbryantia"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Marvinbryantia"	"0"	"8.5"	"0"	"2.23233808670043"	"0.265182681913689"	"0.294962508685982"	"0"	"0"	"0"	"12"	"17"	"5"	"3"	"4"	"10"
"Massilia"	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia"	"8.66666666666667"	"13115"	"8.66666666666667"	"7393.79086351064"	"0"	"0"	"0"	"0"	"26"	"11944"	"48979"	"2147"	"2028"	"2964"	"10628"
"Massilibacillus"	"Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Massilibacillus"	"0"	"33.1666666666667"	"0"	"11.671665595697"	"0.00165806405229844"	"0.00236739626718547"	"0"	"0"	"0"	"64"	"71"	"8"	"6"	"15"	"35"
"Massilibacterium"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Massilibacterium"	"0"	"10.8333333333333"	"0"	"2.52212432507026"	"0.177288386986711"	"0.202723765847759"	"0"	"0"	"0"	"12"	"21"	"5"	"8"	"5"	"14"
"Massilibacteroides"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Massilibacteroides"	"0"	"70"	"0"	"21.1108187114254"	"3.09378284057033e-07"	"5.79677205917388e-07"	"0"	"0"	"0"	"150"	"85"	"32"	"26"	"23"	"104"
"Massiliimalia"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Massiliimalia"	"0"	"33.1666666666667"	"0"	"9.10463862239707"	"0.00165806405229844"	"0.00236739626718547"	"0"	"0"	"0"	"52"	"64"	"17"	"11"	"14"	"41"
"Massilimicrobiota"	"Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Massilimicrobiota"	"0"	"8.66666666666667"	"0"	"3.40261337471329"	"0.265725898951981"	"0.294962508685982"	"0"	"0"	"0"	"14"	"20"	"2"	"1"	"1"	"14"
"Massilioclostridium"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Massilioclostridium"	"0"	"11.3333333333333"	"0"	"4.22426850998424"	"0.181344072249448"	"0.205454882421228"	"0"	"0"	"0"	"28"	"18"	"3"	"4"	"2"	"13"
"Massilistercora"	"Bacteria;Bacillota;Clostridia;Eubacteriales;unclassified;Massilistercora"	"0"	"3.83333333333333"	"0"	"0.98036274465685"	"1"	"1"	"0"	"0"	"0"	"5"	"5"	"1"	"1"	"4"	"7"
"Mastigocladopsis"	"Bacteria;Cyanobacteriota;Cyanophyceae;Nostocales;Symphyonemataceae;Mastigocladopsis"	"0"	"299"	"0"	"62.41153739494"	"4.2378357980557e-29"	"1.65787861989871e-28"	"0"	"0"	"0"	"255"	"599"	"233"	"167"	"243"	"297"
"Mastigocoleus"	"Bacteria;Cyanobacteria;unclassified Cyanobacteria;Nostocales;Hapalosiphonaceae;Mastigocoleus"	"0.333333333333333"	"274"	"0.333333333333333"	"61.0753632817685"	"5.21963902864251e-25"	"1.8790700503113e-24"	"0"	"0"	"1"	"242"	"571"	"217"	"170"	"182"	"262"
"Matsuvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Schitoviridae;Matsuvirus"	"0"	"0.5"	"0"	"0.341565025531987"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"
"Mavirus"	"Viruses;dsDNA viruses, no RNA stage;Maveriviricetes;Priklausovirales;Lavidaviridae;Mavirus"	"0"	"0.166666666666667"	"0"	"0.166666666666667"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"Mazuvirus"	"Viruses;unclassified phages;Caudoviricetes;unclassified;Kyanoviridae;Mazuvirus"	"0"	"3.16666666666667"	"0"	"1.30170827931778"	"1"	"1"	"0"	"0"	"0"	"6"	"8"	"0"	"1"	"1"	"3"
"Mediterranea"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Mediterranea"	"0.333333333333333"	"34.8333333333333"	"0.333333333333333"	"8.20738150149676"	"0.00824000484671603"	"0.0110418132701289"	"0"	"0"	"1"	"60"	"51"	"15"	"15"	"21"	"47"
"Mediterraneibacter"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter"	"0"	"39.3333333333333"	"0"	"11.517136989914"	"0.000326392781381546"	"0.000496563376802694"	"0"	"0"	"0"	"62"	"82"	"18"	"11"	"20"	"43"
"Megalocytivirus"	"Viruses;dsDNA viruses, no RNA stage;Megaviricetes;Pimascovirales;Iridoviridae;Megalocytivirus"	"0"	"0.333333333333333"	"0"	"0.210818510677892"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"
"Megalodesulfovibrio"	"Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Megalodesulfovibrio"	"0"	"67.6666666666667"	"0"	"24.191825984089"	"7.05273306740815e-07"	"1.29273207940364e-06"	"0"	"0"	"0"	"84"	"174"	"22"	"18"	"31"	"77"
"Megamonas"	"Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas"	"0"	"28.1666666666667"	"0"	"7.24990421392663"	"0.00330159097398023"	"0.00463553789685918"	"0"	"0"	"0"	"44"	"48"	"8"	"17"	"12"	"40"
"Megasphaera"	"Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera"	"0"	"96.3333333333333"	"0"	"30.1370941605929"	"9.87231843809943e-10"	"2.11577981777061e-09"	"0"	"0"	"0"	"111"	"235"	"47"	"38"	"52"	"95"
"Meinhardsimonia"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Meinhardsimonia"	"0"	"71.6666666666667"	"0"	"22.8482919371327"	"2.10712916983228e-07"	"3.98773884237603e-07"	"0"	"0"	"0"	"56"	"185"	"44"	"51"	"38"	"56"
"Meiothermus"	"Bacteria;Deinococcota;Deinococci;Thermales;Thermaceae;Meiothermus"	"0"	"632"	"0"	"115.539026595634"	"5.80917535809472e-61"	"3.57247559449817e-60"	"0"	"0"	"0"	"391"	"1186"	"632"	"538"	"559"	"486"
"Melaminivora"	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Melaminivora"	"0"	"153.833333333333"	"0"	"44.8608341924718"	"3.34522057050616e-15"	"9.13732882174061e-15"	"0"	"0"	"0"	"153"	"368"	"76"	"91"	"87"	"148"
"Melanomma"	"Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Melanommataceae;Melanomma"	"0"	"11.3333333333333"	"0"	"4.46218680818174"	"0.181344072249448"	"0.205454882421228"	"0"	"0"	"0"	"9"	"19"	"9"	"0"	"2"	"29"
"Melghiribacillus"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Melghiribacillus"	"0"	"13"	"0"	"3.38624669312008"	"0.119862773710361"	"0.140109568394016"	"0"	"0"	"0"	"18"	"24"	"6"	"5"	"6"	"19"
"Melghirimyces"	"Bacteria;Bacillota;Bacilli;Bacillales;Thermoactinomycetaceae;Melghirimyces"	"0"	"106.666666666667"	"0"	"38.597639536347"	"9.91578176668646e-11"	"2.22324456126406e-10"	"0"	"0"	"0"	"93"	"292"	"55"	"46"	"45"	"109"
"Melioribacter"	"Bacteria;Ignavibacteriota;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;Melioribacter"	"0"	"473.333333333333"	"0"	"81.1786780982407"	"8.85956905241959e-46"	"4.58579309272252e-45"	"0"	"0"	"0"	"601"	"794"	"340"	"308"	"293"	"504"
"Melissococcus"	"Bacteria;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Melissococcus"	"0"	"2.5"	"0"	"1.02469507659596"	"1"	"1"	"0"	"0"	"0"	"6"	"5"	"0"	"2"	"2"	"0"
"Melittangium"	"Bacteria;Myxococcota;Myxococcia;Myxococcales;Archangiaceae;Melittangium"	"0"	"948.833333333333"	"0"	"335.927414448088"	"1.45059454270668e-91"	"1.15327665380452e-90"	"0"	"0"	"0"	"966"	"2464"	"548"	"167"	"416"	"1132"
"Melvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Zobellviridae;Melvirus"	"0"	"0.5"	"0"	"0.341565025531987"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"
"Merdibacter"	"Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Merdibacter"	"0"	"6.5"	"0"	"2.24722050542442"	"0.404076131448938"	"0.434974545011176"	"0"	"0"	"0"	"12"	"13"	"1"	"1"	"3"	"9"
"Merdimonas"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Merdimonas"	"0"	"4"	"0"	"1.39044357430761"	"1"	"1"	"0"	"0"	"0"	"8"	"7"	"6"	"0"	"2"	"1"
"Meridianimaribacter"	"Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Meridianimaribacter"	"0"	"49"	"0"	"10.3666130759601"	"3.13920096901248e-05"	"5.20649059332267e-05"	"0"	"0"	"0"	"74"	"74"	"26"	"16"	"39"	"65"
"Merismopedia"	"Bacteria;Cyanobacteriota;Cyanophyceae;Synechococcales;Merismopediaceae;Merismopedia"	"0"	"351"	"0"	"52.5217415298972"	"4.78526776833184e-34"	"2.06352596631699e-33"	"0"	"0"	"0"	"266"	"606"	"352"	"272"	"301"	"309"
"Mesoaciditoga"	"Bacteria;Thermotogota;Thermotogae;Mesoaciditogales;Mesoaciditogaceae;Mesoaciditoga"	"0"	"23.8333333333333"	"0"	"5.94652092497042"	"0.01113559430185"	"0.0146885319650586"	"0"	"0"	"0"	"35"	"41"	"19"	"7"	"8"	"33"
"Mesobacillus"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Mesobacillus"	"0"	"65.1666666666667"	"0"	"16.6521603536732"	"9.86602647370318e-07"	"1.79810857916638e-06"	"0"	"0"	"0"	"80"	"139"	"38"	"44"	"27"	"63"
"Mesocricetibacter"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Mesocricetibacter"	"0"	"3"	"0"	"1.39044357430761"	"1"	"1"	"0"	"0"	"0"	"0"	"9"	"2"	"1"	"1"	"5"
"Mesoflavibacter"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mesoflavibacter"	"2.33333333333333"	"43.6666666666667"	"2.33333333333333"	"10.1181904398849"	"0.510891941797777"	"0.534933915529437"	"0"	"0"	"7"	"61"	"65"	"23"	"18"	"23"	"72"
"Mesomycoplasma"	"Bacteria;Mycoplasmatota;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mesomycoplasma"	"0"	"8.16666666666667"	"0"	"2.25708760229736"	"0.425140210388256"	"0.445729461414912"	"0"	"0"	"0"	"6"	"17"	"2"	"4"	"12"	"8"
"Mesonia"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mesonia"	"0.666666666666667"	"164.166666666667"	"0.666666666666667"	"28.0290523881522"	"1.90970147868692e-13"	"4.83308336312235e-13"	"0"	"0"	"2"	"254"	"193"	"97"	"87"	"133"	"221"
"Mesoplasma"	"Bacteria;Mycoplasmatota;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Mesoplasma"	"0"	"4.83333333333333"	"0"	"2.25708760229736"	"0.626083886729927"	"0.64380739516963"	"0"	"0"	"0"	"4"	"15"	"1"	"1"	"1"	"7"
"Mesorhizobium"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium"	"0"	"23719.8333333333"	"0"	"10532.0987855117"	"0"	"0"	"0"	"0"	"0"	"31593"	"67802"	"3321"	"3661"	"3173"	"32769"
"Mesosutterella"	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sutterellaceae;Mesosutterella"	"0"	"6.33333333333333"	"0"	"2.27547308878347"	"0.648225505729733"	"0.649238674697738"	"0"	"0"	"0"	"6"	"17"	"5"	"1"	"3"	"6"
"Mesotoga"	"Bacteria;Thermotogota;Thermotogae;Kosmotogales;Kosmotogaceae;Mesotoga"	"0"	"62.3333333333333"	"0"	"18.6380733386737"	"2.21165840196727e-06"	"3.93456608545427e-06"	"0"	"0"	"0"	"84"	"139"	"42"	"24"	"16"	"69"
"Metabacillus"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Metabacillus"	"0"	"38.1666666666667"	"0"	"11.0375621301888"	"0.000503245920342213"	"0.000752754401856419"	"0"	"0"	"0"	"53"	"74"	"17"	"12"	"14"	"59"
"Metakosakonia"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Metakosakonia"	"0"	"1.33333333333333"	"0"	"0.760116950066092"	"1"	"1"	"0"	"0"	"0"	"0"	"5"	"0"	"1"	"1"	"1"
"Metallosphaera"	"Archaea;Thermoproteota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera"	"0"	"2.66666666666667"	"0"	"0.918936583472682"	"1"	"1"	"0"	"0"	"0"	"2"	"7"	"1"	"1"	"3"	"2"
"Metalysinibacillus"	"Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Metalysinibacillus"	"0"	"5.83333333333333"	"0"	"2.02347336143683"	"0.638162189139806"	"0.646025799053377"	"0"	"0"	"0"	"6"	"14"	"2"	"1"	"3"	"9"
"Metamycoplasma"	"Bacteria;Mycoplasmatota;unclassified;Mycoplasmoidales;Metamycoplasmataceae;Metamycoplasma"	"0"	"6.66666666666667"	"0"	"1.83787316694536"	"0.404437911816591"	"0.434974545011176"	"0"	"0"	"0"	"9"	"14"	"3"	"3"	"3"	"8"
"Metaprevotella"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Metaprevotella"	"0"	"0.5"	"0"	"0.223606797749979"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"
"Metasolibacillus"	"Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Metasolibacillus"	"0"	"18"	"0"	"4.90577890519606"	"0.0354081581923424"	"0.0443155229876035"	"0"	"0"	"0"	"21"	"40"	"10"	"8"	"10"	"19"
"Methanimicrococcus"	"Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanimicrococcus"	"0"	"7"	"0"	"1.59164485150844"	"0.406464977454264"	"0.434974545011176"	"0"	"0"	"0"	"11"	"12"	"6"	"2"	"4"	"7"
"Methanobacterium"	"Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium"	"0"	"187.833333333333"	"0"	"49.0329254458448"	"1.5869456596784e-18"	"4.81493739925151e-18"	"0"	"0"	"0"	"272"	"370"	"97"	"73"	"92"	"223"
"Methanobrevibacter"	"Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter"	"0"	"59"	"0"	"15.5349069303081"	"4.83847052095711e-06"	"8.41153529525045e-06"	"0"	"0"	"0"	"75"	"120"	"25"	"32"	"26"	"76"
"Methanocaldococcus"	"Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus"	"0"	"18.3333333333333"	"0"	"5.52971769422073"	"0.0359812730759663"	"0.044910011272067"	"0"	"0"	"0"	"21"	"42"	"10"	"6"	"8"	"23"
"Methanocella"	"Archaea;Euryarchaeota;Methanomicrobia;Methanocellales;Methanocellaceae;Methanocella"	"0"	"111.5"	"0"	"32.55533750401"	"3.13740557217021e-11"	"7.21687009400614e-11"	"0"	"0"	"0"	"107"	"264"	"62"	"54"	"60"	"122"
"Methanococcoides"	"Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanococcoides"	"0"	"56.6666666666667"	"0"	"16.5482459627734"	"6.8131921826001e-06"	"1.17425862039003e-05"	"0"	"0"	"0"	"84"	"120"	"26"	"15"	"30"	"65"
"Methanococcus"	"Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus"	"8.33333333333333"	"44.5"	"8.33333333333333"	"7.43303437365925"	"9.59239233305314e-05"	"0.000153134155630803"	"0"	"0"	"25"	"59"	"65"	"31"	"32"	"22"	"58"
"Methanocorpusculum"	"Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanocorpusculaceae;Methanocorpusculum"	"0"	"7.33333333333333"	"0"	"1.87379590967403"	"0.410091738925187"	"0.436233044992131"	"0"	"0"	"0"	"10"	"14"	"1"	"5"	"5"	"9"
"Methanoculleus"	"Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus"	"0"	"143.666666666667"	"0"	"36.2203135148098"	"3.35549149313145e-14"	"8.8050735004039e-14"	"0"	"0"	"0"	"120"	"315"	"92"	"92"	"82"	"161"
"Methanofollis"	"Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanofollis"	"0"	"49.6666666666667"	"0"	"14.1931125706958"	"3.18120137486813e-05"	"5.25661124552733e-05"	"0"	"0"	"0"	"45"	"118"	"33"	"34"	"21"	"47"
"Methanohalobium"	"Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanohalobium"	"0"	"14.1666666666667"	"0"	"3.07046865767716"	"0.0781518246271892"	"0.0943831308350977"	"0"	"0"	"0"	"25"	"18"	"8"	"7"	"8"	"19"
"Methanohalophilus"	"Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanohalophilus"	"0"	"36.6666666666667"	"0"	"8.85688683705762"	"0.00076182465143686"	"0.0011212155182378"	"0"	"0"	"0"	"47"	"74"	"17"	"21"	"22"	"39"
"Methanolacinia"	"Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanolacinia"	"0"	"17"	"0"	"5.77350269189626"	"0.0552556223543799"	"0.0675463617029505"	"0"	"0"	"0"	"17"	"44"	"6"	"10"	"7"	"18"
"Methanolobus"	"Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanolobus"	"0"	"120.333333333333"	"0"	"31.4405965450898"	"4.63758848085577e-12"	"1.09902614590694e-11"	"0"	"0"	"0"	"167"	"235"	"61"	"46"	"57"	"156"
